CustomerID,FirstName,LastName,DateOfBirth,Age,Gender,Email,PhoneNumber,Address,City,State,ZipCode,Occupation,AnnualIncome,MonthlyIncome,EmploymentLength_Months,NumCreditAccounts,CreditHistoryLength_Months,TotalCreditLimit,TotalCreditBalance,CreditUtilizationRatio,NumLatePayments,NumMissedPayments,PaymentHistoryPct,NumLoans,TotalLoanAmount,MonthlyDebtPayment,DebtToIncomeRatio,NumHardInquiries,NumDerogatoryMarks,Bankruptcy,TaxLiens,ApplicationDate,LastPaymentDate,CreditMix,AccountStatus,InterestRate,CreditScore,CreditScoreCategory
CUST000859,Karen,Robinson,09/13/2005,20,Female,karen.robinson@icloud.com,300.946.3380,7232 Park Ln,New York,TX,,Te@cher,"$51,349.33",4409.91,3,0,18,2957.21,2366.91,80.0%,6,,98.6,7,255964.48,2060.65,46.73,0,2,0,0,05-05-23,03/11/2025,Student,Closed,29.09,550,Poor
CUST000860,Donald,White,17-02-1996,29,Female,donald.white@aol.com,+14394202256,8913 Main St,Ph0enix,IL,92160,NA,"74,758",6229.83,116,11,12,50300.41,74628.68,148.37,2,,99.3,7,112794.7,3475.72,55.79,,5,0,0,"January 09, 2021","November 13, 2025",Personal,NULL,29.21%,,
CUST000861,Charles,Miller,"November 16, 1994",31,MALE,charles.miller@icloud.com,9418814504,1830 Elm Street,Los Angeles,N/A,15024,Retired,11334.52,944.54,42,21,51,195385.31,82839.47,42.4,11,4,90.6,9,183431.21,4730.33,500.81,4,3,0,0,"August 16, 2017",04/17/2025,Mixed,Active,20.49,300,null
CUST000862,Jes$ica,M0ore,"September 04, 1984",41,Female,jes$ica.m0ore@hotmail.com,,7958 Maple Dr,NA,FL,97378,Attorney,185569.46,15464.12,209,22,196,284911.79,264210.7,92.73,9,9,93.3,3,94206.92,8897.95,57.54,8,2,0,0,29-12-2020,03/12/2025,Student,Delinquent,28.29,425,
CUST000863,Robert,Lewis,"May 04, 1970",55,Female,robert.lewis@yahoo.com,(336) 924-7403,5171 Elm Street,Chicago,OH,32657,Designer,96735.92,8061.33,346,21,111,198346.0,121153.6,61.08,12,9,93.3,6,253279.22,5884.15,72.99,4,0,0,0,07/05/2018,2025-08-14,Mixed,,26.54%,494,Poor
CUST000864,Donald,Taylor,1964-02-06,61,Male,donald.taylor@outlook.com,801-949-2085,7784 Washington Blvd,Austin,NC,55761,Doctor,348275.63,29022.97,456,9,187,138211.51,169560.23,122.68,5,8,97.2,6,44793.17,5406.18,18.63,1,2,0,0,08/17/2018,2024-12-22,Mortgage,Charged Off,,487,Poor
CUST000865,Donald,Martinez,11/03/1988,37,Female,donald.martinez@hotmail.com,354.690.8981,2172 Maple Dr,San Antonio,NY,98084,Developer,104165.3,8680.44,58,21,50,271182.16,35381.84,13.05,8,6,95.5,1,31948.99,1289.17,14.85,5,5,1,1,14-09-2025,26-04-2025,Student,Active,18.57%,300,Poor
CUST000866,Lisa,Smith,03/04/1976,49,Female,lisa.smith@icloud.com,5593954487,1454 Washington Blvd,Houston,Texas,71254,Developer,"158,443",13203.58,114,14,365,85516.31,103184.3,120.66,10,9,95.8,9,97263.8,3864.65,29.27,8,1,0,FALSE,05/18/2016,11/05/2025,Mixed,NULL,10.82%,502,
CUST000867,Thomas,Lee,"February 06, 1974",51,Female,thomas.lee@outlook.com,841-843-8653,7916 Park Ln,Los Angeles,New York,,Teacher,"$91,719.40",7643.28,75,,285,36961.62,26308.42,71.18,1,8,98.1,4,131372.05,2275.01,29.76,6,5,0,0,2022-04-26,2025-09-19,Credit Card,Active,12.11,396,Poor
CUST000868,Christopher,Ramir3z,"July 26, 2004",21,Female,christopher.ramir3z@yahoo.com,360-631-6031,6455 Washington Blvd,Philadelphia,OH,74544,Attorney,158805.39,13233.78,26,22,26,283196.72,61853.0,21.84,NULL,0,,1,12468.36,2142.33,16.19,7,NA,0,0,NULL,2024-12-22,Credit Card,Closed,,745,Very Good
CUST000869,Daniel,Jones,11/19/1972,53,FEMALE,,6259898375,7440 Maple Dr,New York,null,80869,Unemployed,"$8,843.47",936.82,199,12,112,30489.38,17803.71,58.39,14,3,94.3,5,239784.97,2700.87,288.3,8,2,0,0,2024-04-20,2025-05-18,Mixed,NULL,6.42,316,Poor
CUST000870,Anthony,Jone$,05/24/1957,68,null,anthony.jone$@aol.com,289-468-3178,6274 Oak Ave,New York,OH,42236,Retired,17088.19,1424.02,598,22,423,218395.2,58788.2,26.9%,4,10,97.2,9,81321.21,2721.87,191.14,5,1,0,0,2019-06-24,02/15/2025,None,Charged Off,24.53,523,Poor
CUST000871,Patricia,Ramirez,"March 15, 1984",41,Female,patricia.ramirez@outlook.com,340-697-5386,7872 Main St,Chicago,IL,37086,Doctor,"$246,962.52",20580.21,33,22,65,NULL,8565.31,85.7%,2,1,99.2,10,406396.32,4626.29,22.48,2,1,0,0,08/01/2018,"April 02, 2025",None,Delinquent,22.23%,605,Fair
CUST000872,Robert,White,"November 27, 1958",64,M,robert.white@icloud.com,668-274-7653,9337 Park Ln,Houston,null,46034,Consultant,113998.29,9499.86,283,13,150,65567.85,43618.31,66.52,0,2,N/A,2,99777.85,2686.84,28.28,7,3,0,0,10-11-2020,25-09-2025,Auto,Active,21.54,418,Poor
CUST000873,Barbara,Sanchez,"March 25, 1955",70,Male,barbara.sanchez@hotmail.com,696.610.8143,1377 Maple Dr,Phoenix,NC,65584,Retired,"$13,399.18",1116.6,514,9,305,96682.83,132908.92,137.47,0,7,98.1,0,0,4560.31,408.41,5,4,0,1,"July 26, 2019","April 13, 2025",Mortgage,,16.09%,300,
CUST000874,David,Sanchez,"January 25, 1962",63,Male,david.sanchez@aol.com,+19309136039,2478 Park Ln,New York,IL,97879,Sales,"$87,991.64",7332.64,299,25,97,259348.07,388422.74,NA,12,6,91.0,2,98673.53,12459.02,169.91,5,5,0,0,09/28/2024,03-01-25,Mortgage,Delinquent,17.85,311,Poor
CUST000875,Karen,Jackson,"December 30, 1982",42,female,karen.jackson@gmail.com,856.522.7289,2454 Maple Dr,New York,TX,42420,Nurse,57565.42,4797.12,140,17,176,171373.89,186590.73,108.88,8,3,84.5,,27830.27,6440.87,134.27,3,1,1,,13-11-2023,2025-06-06,Mixed,Closed,25.9,373,Poor
CUST000876,Lisa,Thompson,05/03/1989,36,Male,lisa.thompson@hotmail.com,(320) 434-2304,6658 Washington Blvd,New York,GA,17117,Designer,"90,442",6283.44,-59,14,214,176007.39,204254.03,116.05,15,10,85.5,7,191992.23,7976.7,126.95,3,1,,0,12-17-15,,Auto,In Collections,22.63%,334,Poor
CUST000877,Eliz@beth,Harris,"February 18, 1963",62,Female,eliz@beth.harris@yahoo.com,602-997-1726,130 Oak Ave,San Antonio,NY,75762,Attorney,212127.53,15283.02,411,20,105,34001.94,23349.49,,12,1,97.4,1,15436.66,736.36,NA,7,1,0,0,"March 15, 2016",02/04/2025,Personal,Charged Off,6.27,608,Fair
CUST000878,Ashley,Brown,"February 22, 1986",39,Male,ashley.brown@yahoo.com,707.346.5975,6711 Main St,New York,GA,96786,Analyst,82452.63,6871.05,218,5,174,71332.0,50061.95,70.18,5,9,72.5,8,331269.42,4879.97,NA,2,4,0,0,13-07-2025,10/08/2025,None,Delinquent,4.56,414,Poor
CUST000879,David,Robinson,08-19-54,-29,Female,david.robinson@gmail.com,(944) 563-7728,5193 Maple Dr,NULL,Florida,36322,Analyst,"$69,521.17",5793.43,0,4,0,58325.39,27504.48,47.16,13,1,96.7,9,367276.65,4381.49,75.63,0,4,1,0,08-05-2024,"June 28, 2025",Credit Card,NA,20.62%,391,null
CUST000880,Joseph,Lopez,08-31-00,25,Male,joseph.lopez@icloud.com,N/A,1840 Elm Street,New York,MI,87253,accountant,,N/A,77,7,61,62649.89,35163.79,56.13,0,0,,NULL,94802.82,2082.75,52.07,2,2,0,1,09-11-20,11-09-25,Student,In Collections,29.5,556,Poor
CUST000881,Emily,JONES,06-06-1995,30,F,emily.jones@icloud.com,273.259.8030,9536 Maple Dr,AUSTIN,,55488,designer,78473.94,6539.49,64,9,141,85975.57,43326.99,50.39,12,0,95.3,6,227675.97,3312.55,50.65,8,2,0,0,16-08-2019,25-04-2025,Auto,Closed,8.50%,558,
CUST000882,Kimberly,Lewis,07-10-84,41,male,kimberly.lewis@icloud.com,962-573-1020,8644 Oak Ave,Dallas,OH,15051,Engineer,85587.1,7132.26,33,NULL,136,50495.3,69481.24,137.6%,2,8,92.7,0,0,2036.69,28.56,5,1,0,0,06/01/2018,,None,In Collections,12.60%,493,Poor
CST883,Linda,Jones,09/03/1976,49,Male,linda.jones@outlook.com,4228983410,262 Park Ln,Houston,FL,30529,Teacher,72642.25,6053.52,361,12,255,78738.06,91961.04,116.79,8,3,88.2,7,185526.12,4871.21,80.47,1,5,0,0,,24-07-2025,None,Closed,21.43%,322,Poor
CUST000884,Linda,Wilson,06-01-1996,29,Male,linda.wilson@yahoo.com,(432) 686-6281,5023 Washington Blvd,Austin,TX,97377,Consultant,121546.09,10128.84,86,23,12,139517.78,150196.35,107.65,2,3,97.6,4,66651.76,5161.0,,3,2,0,0,13-03-2018,"September 21, 2025",,CHARGED OFF,10.83,488,Poor
CUST000885,Donald,Thomas,09/17/1982,43,Male,donald.thomas@aol.com,955-846-5815,5815 Washington Blvd,Phoenix,CA,,MANAGER,154859.99,12905.0,N/A,1,180,4288.81,136.31,3.18,12,2,88.2,2,28868.37,321.09,2.49,4,5,0,,02-06-2021,"October 03, 2025",None,Charged Off,7.5,434,Poor
CUST000886,William,Johnson,07-03-1992,33,Male,william.johnson@gmail.com,(389) 937-7870,56 Park Ln,Philadelphia,NY,92746,mechanic,63441.8,5286.82,60,6,168,37036.31,50121.8,135.33,4,,98.6,1,48529.87,2084.0,39.42,,0,,0,07-08-20,2025-06-13,None,Closed,22.57%,627,Fair
CUST000887,Joshua,Anderson,05/29/1953,72,Male,N/A,6937735490,4827 Oak Ave,San Antonio,OH,75137,Consultant,149720.35,12476.7,299,14,320,202611.05,85326.84,42.11,9,1,97.1,4,195223.2,4746.17,38.04,10,1,0,0,"May 26, 2023",07-28-25,Auto,Delinquent,27.16,648,Fair
CUST000888,BARBARA,Wilson,"September 21, 1992",28,Male,barbara.wilson@aol.com,3864901911,4912 Maple Dr,New York,OH,78224,Engineer,87011.28,7250.94,40,25,41,328495.42,409176.92,124.6%,11,8,94.6,5,122072.02,13164.98,181.56,5,1,FALSE,0,2020-05-27,09-10-25,Mortgage,,29.55,406,Poor
CUST000889,Joseph,Wilson,1976-03-08,49,Female,joseph.wilson@icloud.com,729.409.8404,7935 P@rk Ln,Houston,NC,62240,Teacher,73899.41,6158.28,220,2,2,27125.14,27149.28,N/A,4,2,96.4,6,52611.26,1457.5,23.67,4,1,0,No,08-01-24,19-02-2025,Student,Delinquent,25.55,645,Fair
CUST000890,Joseph,Martinez,1964-06-03,61,Female,joseph.martinez@outlook.com,+14659346841,7040 Park Ln,Houston,NC,11601,Designer,88073.59,8734.39,188,19,428,235863.86,93216.39,39.52,8,8,94.6,10,307253.81,5815.4,,9,1,0,,05/20/2025,28-03-2025,Personal,In Collections,24.94,549,Poor
CUST000891,Jennifer,Brown,"January 02, 1994",31,Female,jennifer.brown@yahoo.com,914-255-3363,4432 Park Ln,Los Angeles,NC,61715,Attorney,179430.25,15529.35,151,7,152,30024.44,19038.2,63.41,10,0,95.9,1,6367.11,668.14,4.3,1,1,0,0,18-05-2023,"January 16, 2025",None,Active,20.13%,580,Fair
CUST000892,Linda,Ramirez,01-03-1958,67,Female,linda.ramirez@gmail.com,(682) 853-2067,1979 Elm Street,NA,IL,68516,Unemployed,6495.76,541.31,118,24,139,266582.97,199848.79,74.97,7,1,97.9,5,97718.28,7184.64,1327.27,1,5,0,0,NA,25-02-2025,Auto,Closed,18.94,300,Poor
CUST000893,M@Rgaret,Lee,05/28/1982,43,Female,,(585) 513-1679,6501 Elm Street,San Antonio,Florida,90567,Engineer,"100,259",8354.92,97,16,287,,11843.88,118.44,NULL,3,,5,141471.17,1531.19,18.33,5,1,0,0,21-09-2024,07/23/2025,Mortgage,Delinquent,13.64,616,Fair
CUST000894,Steven,THOMPSON,05-10-1957,68,Male,steven.thompson@outlook.com,+15123087107,NA,New Y0rk,NA,11477,Engineer,108672.67,9056.06,-34,4,404,,3190.37,31.9,10,NULL,NULL,8,81690.88,710.09,7.84,,5,0,0,2025-01-29,NA,Student,NA,7.49,410,Poor
CUST000895,Thom@s,Br0wn,07/28/1969,56,Male,thom@s.br0wn@icloud.com,825.525.3148,4091 Elm Street,Phoenix,OH,75574,NULL,"226,450",18870.83,233,7,373,16457.6,20276.0,123.2%,10,7,91.4,6,,321.19,1.7,0,NULL,0,0,05-19-20,11/01/2025,None,Charged Off,,533,POOR
CUST000896,Michael,Gonzalez,2003-09-22,22,MALE,michael.gonzalez@hotmail.com,848.749.9117,1451 Park Ln,Houston,NC,59035,ACCOUNTANT,64913.81,5409.48,37,18,9,182796.28,27093.65,null,3,2,97.9,6,252903.66,3232.01,59.75,3,2,0,0,"October 23, 2021",2025-04-28,Mortgage,Delinquent,15.22,567,Poor
CUST000897,Susan,Harris,02-11-55,-30,Male,susan.harris@gmail.com,(523) 973-7058,4239 Washington Blvd,Phoenix,NC,45425,Developer,"$95,197.83",7933.15,0,18,0,36922.08,17985.72,48.71,14,7,82.6,0,null,905.66,11.42,3,2,0,0,NA,01/03/2025,Mixed,NA,15.29%,458,Poor
CUST000898,D@niel,Lewis,"December 11, 1953",71,Female,d@niel.lewis@hotmail.com,703.624.5238,8997 Main St,Los Angeles,NC,21056,Retired,N/A,N/A,null,24,65,344220.23,228015.49,66.24,1,6,98.5,1,32432.25,7140.67,178.52,10,2,0,0,2022-08-31,"August 13, 2025",Personal,,16.66%,430,poor
CUST000899,Sarah,Lopez,12-22-82,42,Male,sarah.lopez@aol.com,(841) 453-3992,7136 Washington Blvd,Philadelphia,New York,69099,Accountant,90788.3,7565.69,4,15,51,NULL,4336.17,43.36,15,3,86.4,,14265.94,4.72,0.06,0,1,0,0,"October 25, 2017",2025-11-06,Credit Card,DELINQUENT,15.31,552,Poor
CUST000900,David,Lopez,01-01-1977,48,Male,david.lopez@aol.com,322.783.7459,7485 Oak Ave,Phoenix,IL,31188,Accountant,72564.95,6047.08,218,24,NA,340793.93,262201.92,76.94,7,9,78.4,0,0,7768.92,128.47,8,0,0,0,"July 05, 2024",26-06-2025,Credit Card,In Collections,22.1,455,Poor
CUST000901,Michelle,Garcia,26-01-1998,27,Female,michelle.garcia@outlook.com,482.933.2011,2727 Oak Ave,Houston,IL,91622,Engineer,"91,946",7662.17,54,15,2,NULL,11072.86,null,14,2,95.6,2,46692.81,501.54,6.55,9,4,0,0,2018-07-06,"April 05, 2025",Mortgage,Charged Off,20.48,436,Poor
CUST000902,Michael,Clark,09-11-1988,37,Male,michael.clark@outlook.com,,,San Antonio,OH,N/A,Nurse,77897.36,6491.45,131,18,75,null,4896.85,49.0%,15,1,75.0,6,102104.66,942.91,14.53,5,8,0,1,07/14/2018,2025-02-11,Personal,Closed,10.53,300,Poor
CUST000903,Kimberly,RODRIGUEZ,02/11/1967,60,Male,,(929) 636-1824,4561 Maple Dr,Chicago,MI,56730,Designer,"$94,423.11",7868.59,428,NULL,495,21827.95,7886.81,36.13,6,6,95.0,6,154257.08,NULL,10.17,3,3,0,0,2020-01-24,2025-01-19,Personal,Active,3.16,515,
CUST000904,Charles,Moore,"August 13, 1962",63,Female,charles.moore@yahoo.com,9253413486,7090 Oak Ave,Houston,MI,56500,null,164448.39,13704.03,N/A,8,344,47596.02,46987.6,98.72,NA,10,,7,170848.6,2883.34,21.04,3,1,0,0,06-11-16,2025-05-09,Personal,Closed,22.78,604,Fair
CUST000905,James,SANCHEZ,1953-10-20,72,Female,james.sanchez@aol.com,5389287913,,Los @ngeles,PA,54186,UNEMPLOYED,"$5,387.37",448.95,211,0,284,0,528.1,52.8%,9,4,94.5,,59842.64,836.8,186.39,7,5,1,0,08-12-2017,06/09/2025,Personal,Delinquent,21.25,300,Poor
CUST000906,Susan,Sanchez,30-03-1954,71,Male,susan.sanchez@icloud.com,8333607880,3736 Washington Blvd,Miami,PA,71762,Chef,66028.53,5502.38,464,14,474,119858.93,136812.76,114.14,5,8,79.0,3,57118.06,4661.34,84.71,10,1,0,0,06/29/2022,11/24/2024,Mortgage,Charged Off,10.64,485,Poor
CUST000907,Donald,Moore,2002-02-18,23,Female,donald.moore@gmail.com,4344842593,7510 Oak Ave,Houston,Texas,24140,Manager,125950.95,10495.91,56,18,24,110306.59,34094.68,30.91,9,7,96.7,,13571.95,1175.68,7.88,8,4,TRUE,0,12/25/2024,08/14/2025,Credit Card,Active,18.14,-100,Poor
CUST000908,Mark,Rodriguez,19-12-1972,52,Female,mark.rodriguez@gmail.com,+18732665948,3678 Main St,san antonio,GA,82642,Manager,162782.6,13558.18,196,22,62,190197.81,127319.57,66.94,12,0,NA,5,169020.48,5454.12,40.23,,2,0,0,09-29-16,"April 10, 2025",Credit Card,Closed,25.77%,541,Poor
CUST000909,Daniel,GARCIA,"May 22, 1983",42,F,daniel.garcia@gmail.com,243.750.7377,,NULL,FL,85823,Retired,"$15,430.19",1285.85,214,3,228,8372.92,10404.39,124.3%,NULL,7,,10,147233.81,1939.04,150.8,10,3,0,0,01/02/2025,08/24/2025,Mortgage,Charged Off,N/A,950,
CUST000910,Steven,Taylor,10-08-04,21,MALE,steven.taylor@icloud.com,(865) 771-7258,8820 Main St,New York,IL,83191,Consultant,114783.62,9565.3,29,3,33,48476.38,23596.25,48.7%,6,3,95.3,10,322999.39,NULL,8.36,7,N/A,0,0,"January 12, 2017",01-02-2025,Student,In Collections,24.67,670,Good
CUST000911,Christopher,Lopez,"January 05, 2004",21,Female,christopher.lopez@yahoo.com,(827) 355-2908,958 Main St,Miami,MI,69398,Nurse,56122.66,4676.89,5,18,17,188074.77,35411.21,18.83,12,0,96.7,7,278311.75,3912.46,83.66,4,0,1,NULL,null,31-03-2025,,Charged Off,27.94,528,Poor
CUST000912,William,Smith,1958-02-23,67,MALE,william.smith@aol.com,+14278967249,2831 Elm Street,Chicago,OH,65943,Analyst,"$412,821.05",34401.75,135,17,334,154478.97,103290.79,66.86,3,3,98.6,1,7984.05,3291.52,9.57,6,1,0,0,2018-08-08,08-05-25,Mixed,Delinquent,4.3,567,Poor
CUST000913,charles,Hernandez,06-30-79,46,null,charles.hernandez@yahoo.com,(571) 690-5509,9493 Maple Dr,Austin,NY,18108,Student,11165.35,930.45,68,18,24,223511.18,194027.79,86.8%,6,8,95.4,1,39877.52,6177.19,663.89,4,4,0,1,2020-08-23,02-19-25,Student,N/A,12.05,300,Poor
CUST000914,Ashley,Miller,12-02-1991,34,female,ashley.miller@gmail.com,3779319327,NA,Philadelphia,FL,90337,analyst,91956.77,7663.06,140,18,100,177470.77,80267.02,45.23,8,2,NA,6,234024.63,4856.7,63.38,5,0,FALSE,0,"February 15, 2020",05/26/2025,Credit Card,Active,3.54%,566,
CUST000915,Joshua,Brown,20-10-1957,68,Male,joshua.brown@icloud.com,212.894.5106,8723 Main St,null,OH,30290,Retired,"19,593",1632.75,39,24,89,278670.86,26525.96,9.52,9,10,95.5,4,NA,828.2,50.72,7,0,0,N/A,2020-06-30,2025-04-23,Credit Card,Active,8.43,535,Poor
CUST000916,Mark,Davis,"February 20, 1993",32,Male,mark.davis@icloud.com,6852729827,,Los Angeles,FL,87429,NULL,63390.68,5282.56,3,6,127,84893.63,88260.27,103.97,4,5,97.1,0,0,2648.25,50.13,N/A,2,null,TRUE,2019-03-14,"September 07, 2025",Credit Card,Active,13.7,457,Poor
CUST000917,Margaret,Clark,04-14-59,-34,Female,margaret.clark@gmail.com,,1509 P@rk Ln,Miami,NC,NA,Chef,"$41,317.90",3443.16,0,16,0,56458.49,45345.77,80.32,2,2,99.1,1,11770.3,1423.15,41.33,0,4,0,0,2023-01-09,2025-03-11,Mortgage,Charged Off,14.97,491,Poor
CUST000918,Donald,Taylor,07-30-87,38,null,donald.taylor@aol.com,7522539314,4591 Washington Blvd,null,MI,42773,Nurse,NULL,,107,0,120,0,960.23,96.02,4,9,95.5,5,215730.0,2094.66,0,8,5,No,0,04/07/2016,06-07-25,AUTO,Delinquent,,326,
CUST000919,James,Miller,11-12-1950,74,Female,james.miller@icloud.com,949.733.4792,9514 Elm Street,Los Angeles,GA,58947,Chef,54752.05,4562.67,100,5,460,973812.89,1054256.48,108.26,15,8,94.8,4,115151.53,32641.39,715.4,2,4,Yes,0,2024-03-20,13-10-2025,Auto,Active,20.92%,300,Poor
CUST000920,Michael,thompson,"April 17, 2003",22,Male,michael.thompson@aol.com,(535) 849-8890,6108 Park Ln,NULL,FL,56877,Retired,8131.63,677.64,37,20,15,270456.97,92681.64,34.27,7,5,97.0,4,30623.21,3180.22,469.31,1,2,0,0,,2024-11-29,Student,Active,,340,Poor
CUST000921,Jennifer,Garcia,05-03-85,40,Male,jennifer.garcia@aol.com,(678) 232-4570,8311 Oak Ave,Austin,NULL,44533,Nurse,83419.09,6951.59,134,6,146,16917.53,6492.35,38.38,14,0,96.2,5,145234.65,1909.24,27.46,0,1,0,0,NULL,NA,Personal,Delinquent,7.75,620,Fair
CUST000922,Donna,Perez,2006-01-13,19,,donna.perez@yahoo.com,944-387-2046,1129 Oak Ave,Philadelphia,GA,76356,Developer,91072.73,7589.39,10,,,29496.17,42946.12,145.6%,5,9,95.7,5,62687.4,2149.48,28.32,1,5,0,0,08/09/2017,12/19/2024,Mortgage,In Collections,17.42,331,Poor
CUST000923,David,Wilson,20-11-1962,63,Female,david.wilson@outlook.com,871-796-6488,3058 Washington Blvd,Austin,NY,79053,Developer,146692.32,12224.36,382,18,150,265635.52,347189.44,130.7%,2,2,98.4,2,90081.13,11065.18,90.52,3,5,0,1,09/28/2021,2025-05-02,Mixed,Charged Off,29.80%,353,Poor
CUST000924,Nancy,MILLER,10-20-04,21,Male,nancy.miller@yahoo.com,419.843.3207,8307 Main St,Los Angeles,NY,10321,Attorney,153839.42,12819.95,14,9,18,57363.3,56124.47,97.8%,11,9,92.7,4,83110.68,,0,5,0,0,0,05/30/2022,09/28/2025,Mixed,N/A,7.72,999,Excellent
CUST000925,Betty,Perez,03-13-98,27,Female,betty.perez@icloud.com,634-624-7605,NULL,phoenix,Pennsylvania,55301,Nurse,"$69,070.38",5755.87,96,3,0,34100.55,8102.01,23.8%,9,NA,N/A,7,306722.33,3246.65,56.41,1,4,null,0,,12/17/2024,Auto,Active,5.84,444,Poor
CUST000926,Ashley,Martin,08/29/1965,60,Male,ashley.martin@outlook.com,2466356349,5734 Washington Blvd,Phoenix,NC,25360,Unemployed,"$4,583.00",381.92,3,23,172,118711.92,NA,103.08,13,3,95.3,0,0,270.15,70.73,7,,0,FALSE,"August 12, 2024",N/A,None,Active,15.86,511,Poor
CUST000927,Donna,Robinson,04/07/1951,74,Female,NULL,,3762 Oak Ave,NULL,IL,28338,Attorney,"$165,224.85",13768.74,532,NA,214,22577.63,11988.49,null,10,19,77.2,1,10445.63,282.87,1.9,2,5,0,0,,08/02/2025,Credit Card,closed,28.55,,NULL
CUST000928,Betty,Clark,"August 15, 1967",58,M,betty.clark@outlook.com,NA,6141 Oak Ave,New York,CA,13994,Sales,97079.01,8089.92,184,37,383,125026.88,159327.96,127.43,6,10,95.1,null,23682.0,5045.05,62.36,1,2,0,0,"September 16, 2021","February 15, 2025",None,,17.83%,429,Poor
CUST000929,Betty,Clark,1976-07-30,49,Male,betty.clark@gmail.com,null,2156 Park Ln,Phoenix,OH,54861,Unemployed,"$16,459.80",1371.65,71,23,161,161452.5,111493.02,NULL,9,10,99.0,5,200671.3,5414.25,394.73,8,2,0,0,07-16-23,"June 04, 2025",Credit Card,In Collections,11.37,300,Poor
CUST000930,Elizabeth,Williams,02/09/1994,31,Female,elizabeth.williams@outlook.com,(234) 358-7157,,Los Angeles,PA,90489,Designer,,,135,,100,55705.13,82347.68,147.83,8,0,89.6,5,96559.93,3139.11,0,NA,0,0,,01/18/2017,null,Auto,Charged Off,24.93,600,Fair
CUST000931,Thomas,THOMPSON,10/29/1988,37,Male,thomas.thompson@hotmail.com,543-578-5166,3084 Elm Street,San Antonio,Pennsylvania,91684,N/A,52339.47,4361.62,14,16,185,69463.59,78443.09,112.93,,1,99.7,9,436122.32,6836.17,,5,3,1,0,24-09-2023,"January 29, 2025",Personal,Delinquent,12.06%,440,Poor
CUST000932,Willi@m,Rodriguez,16-12-1956,68,M,willi@m.rodriguez@outlook.com,,7314 Park Ln,chicago,Florida,18321,Analyst,119495.38,9957.95,18,4,215,5318.34,6262.65,117.76,8,2,93.9,6,57121.92,1028.29,10.33,6,1,0,0,13-06-2018,"April 08, 2025",STUDENT,Delinquent,17.20%,555,Poor
CUST000933,ROBERT,Martinez,12/21/1956,68,Female,robert.martinez@aol.com,+15195663234,9308 Wash1ngton Blvd,New York,NY,35544,Accountant,90163.36,7513.61,78,24,,93876.14,,35.91,5,2,97.5,0,0,115.07,1.53,8,0,FALSE,FALSE,06-29-25,11-24-24,Mortgage,Active,3.7,587,Fair
CUST000934,Matthew,Smith,"August 30, 1998",27,F,matthew.smith@hotmail.com,+16164978074,884 Maple Dr,Austin,OH,42180,Attorney,"169,335",14111.25,103,10,7,89541.36,51838.72,57.89,1,5,97.8,7,233556.23,4162.76,29.5,8,4,1,FALSE,,null,NONE,In Collections,24.99,389,Poor
CUST000935,Karen,Johnson,"August 08, 1978",47,female,karen.johnson@gmail.com,221.833.1414,1464 Elm Street,NA,NC,12174,Student,"$8,180.33",681.69,26,null,169,46703.75,46245.94,99.02,13,9,77.8,9,324220.43,4591.64,673.57,6,NULL,0,0,2024-06-20,"September 19, 2025",Student,Delinquent,14.18,,
CUST000936,Robert,Anderson,10/18/1972,53,Female,robert.anderson@gmail.com,,554 Park Ln,San Antonio,IL,20980,Student,12657.63,1054.8,393,2,312,21153.5,3603.18,17.03,12,1,87.4,7,265905.22,2937.06,278.45,10,1,FALSE,0,11-04-2021,"October 12, 2025",Student,Delinquent,,416,Poor
CUST000937,Ashley,Smith,15-01-1959,66,M,ashley.smith@yahoo.com,311.957.9223,2360 Washington Blvd,Los Angeles,OH,71472,Student,909.38,75.78,547,10,263,117896.44,35214.91,29.87,5,6,86.6,8,231587.72,2928.61,3864.62,0,3,0,NULL,10-23-20,11-15-25,Credit Card,In Collections,21.43%,300,Poor
CUST000938,Ashley,Davis,30-10-1995,30,Male,ashley.davis@hotmail.com,951.957.7299,9215 Maple Dr,San Antonio,TX,15993,Teacher,"57,534",4794.5,10,25,13,260346.66,11931.9,4.58,8,10,93.0,5,205806.19,2899.77,60.48,7,4,0,0,02/02/2016,08-02-2025,None,In Collections,25.95,422,Poor
CUST000939,Nancy,Williams,12-10-1991,34,female,nancy.williams@gmail.com,+14066973380,,,,71269,Chef,42248.17,3520.68,,3,,19577.73,8751.84,44.7,2,NA,NA,NULL,49093.43,1052.58,29.9,9,2,0,0,28-12-2022,2025-02-01,,Delinquent,26.29,547,POOR
CUST000940,mary,Thompson,1962-06-10,68,Male,mary.thompson@@icloud.com,(330) 371-4422,8894 Elm Street,Dallas,GA,94795,Sales,"54,660",4555.0,30,7,383,266.15,148.9,55.94,7,,NA,1,39543.14,342.97,N/A,4,4,0,0,11-26-17,10-03-2025,N/A,Active,29.81,489,Poor
CUST000941,Linda,Rodriguez,12-04-2005,20,Female,linda.rodriguez@aol.com,771-746-7652,96 Elm Street,New York,GA,87678,Teacher,"$47,854.54",3987.88,10,21,6,155223.58,27835.76,17.93,3,NA,,4,82397.04,1264.63,31.71,,5,0,0,"October 27, 2023",2025-08-04,Personal,Active,23.68,449,Poor
